function,args,kwargs
sklearn.ensemble.StackingClassifier,,
sklearn.ensemble._stacking.StackingClassifier.fit,"X_train, y_train",
sklearn.ensemble.RandomForestClassifier,,random_state=0
sklearn.ensemble.HistGradientBoostingClassifier,,min_samples_leaf=1
sklearn.neighbors.KNeighborsTransformer,,"mode=distance, n_neighbors=10"
sklearn.manifold.Isomap,,"metric=precomputed, n_neighbors=10"
sklearn.ensemble.RandomForestClassifier,,"ccp_alpha=0, random_state=0"
sklearn.ensemble.RandomForestClassifier,,"ccp_alpha=0.05, random_state=0"
sklearn.utils.estimator_checks.parametrize_with_checks,,
sklearn.utils.estimator_checks.parametrize_with_checks,,
sklearn.svm.SVC,,"decision_function_shape=ovo, probability=True"
sklearn.metrics.roc_auc_score,X,
sklearn.pipeline.make_pipeline,,
sklearn.pipeline.make_pipeline,,random_state=42
sklearn.preprocessing.PowerTransformer,,method=box-cox
sklearn.preprocessing.PowerTransformer,,method=yeo-johnson
sklearn.preprocessing.QuantileTransformer,,"n_quantiles=500, output_distribution=normal, random_state=rng"
sklearn.model_selection.train_test_split,X,test_size=0.5
sklearn.preprocessing._data.PowerTransformer,X_test,
sklearn.preprocessing._data.PowerTransformer,X_test,
sklearn.preprocessing._data.QuantileTransformer,X_test,
sklearn.preprocessing.KBinsDiscretizer,,"encode=ordinal, n_bins=n_categories, random_state=rng, strategy=uniform"
sklearn.base.TransformerMixin.fit_transform,**,
sklearn.model_selection.train_test_split,"X, y",random_state=0
sklearn.set_config,,transform_output=pandas
sklearn.linear_model.Ridge,,"alpha=1e-06, fit_intercept=False, solver=lsqr"
sklearn.linear_model._ridge.Ridge.fit,"X_train, y_train",
sklearn.pipeline.make_pipeline,"**, ridge",
sklearn.pipeline.Pipeline.fit,"X_train, y_train",
sklearn.preprocessing.TargetEncoder,,random_state=0
sklearn.linear_model._ridge.Ridge.fit,"X_train_no_cv_encoding, y_train",
sklearn.base.TransformerMixin.fit_transform,"**, 1",
sklearn.pipeline.make_pipeline,,random_state=0
sklearn.datasets.make_moons,,"n_samples=n_samples, noise=0.2, random_state=0"
sklearn.datasets.make_circles,,"factor=0.5, n_samples=n_samples, noise=0.2, random_state=1"
sklearn.datasets.make_classification,,"n_clusters_per_class=1, n_features=2, n_informative=2, n_redundant=0, n_samples=n_samples, random_state=2"
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.make_pipeline,"**, **, **",
sklearn.pipeline.make_pipeline,"**, **, **",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.model_selection.GridSearchCV,,"estimator=estimator, param_grid=param_grid"
sklearn.model_selection._search.BaseSearchCV.score,"X_test, y_test",
sklearn.pipeline.make_pipeline,,
sklearn.preprocessing.StandardScaler,,random_state=0
sklearn.pipeline.make_pipeline,,
sklearn.preprocessing._data.StandardScaler,,"dual=auto, random_state=0"
sklearn.preprocessing.StandardScaler,,
sklearn.preprocessing.KBinsDiscretizer,,encode=onehot
sklearn.linear_model.LogisticRegression,,random_state=0
sklearn.preprocessing.StandardScaler,,
sklearn.preprocessing.KBinsDiscretizer,,encode=onehot
sklearn.svm.LinearSVC,,"dual=auto, random_state=0"
sklearn.preprocessing.StandardScaler,,
sklearn.ensemble.GradientBoostingClassifier,,"n_estimators=5, random_state=0"
sklearn.pipeline.make_pipeline,,
sklearn.pipeline.make_pipeline,,random_state=0
sklearn.utils._testing.ignore_warnings,,category=ConvergenceWarning
sklearn.model_selection._search.BaseSearchCV.fit,"X_train, y_train",
sklearn.model_selection._search.BaseSearchCV.decision_function,**,
sklearn.model_selection._search.BaseSearchCV.predict_proba,**,
sklearn.datasets.make_blobs,,"centers=centers_0, cluster_std=0.5, n_samples=**, random_state=random_state"
sklearn.datasets.make_blobs,,"centers=centers_1, cluster_std=0.5, n_samples=**, random_state=random_state"
sklearn.preprocessing.KBinsDiscretizer,,"encode=ordinal, n_bins=4, strategy=strategy"
sklearn.preprocessing._discretization.KBinsDiscretizer,X,
sklearn.datasets.fetch_openml,,"as_frame=True, data_id=42074, parser=pandas"
sklearn.compose._column_transformer.ColumnTransformer,**,verbose_feature_names_out=False
sklearn.compose._column_transformer.ColumnTransformer.set_output,,transform=pandas
sklearn.pipeline.make_pipeline,"mixed_encoded_preprocessor, **",
sklearn.model_selection.cross_validate,"pipe, X, y","cv=n_cv_folds, return_train_score=True, scoring=neg_root_mean_squared_error"
sklearn.pipeline.make_pipeline,"preprocessor, **",
sklearn.ensemble.HistGradientBoostingRegressor,,"categorical_features=low_cardinality_features, max_iter=max_iter, random_state=0"
sklearn.preprocessing.OrdinalEncoder,,"handle_unknown=use_encoded_value, unknown_value=**"
sklearn.preprocessing.OneHotEncoder,,"handle_unknown=ignore, max_categories=20, sparse_output=False"
sklearn.preprocessing.TargetEncoder,,target_type=continuous
sklearn.ensemble.HistGradientBoostingRegressor,,"max_iter=max_iter, random_state=0"
sklearn.preprocessing.TargetEncoder,,target_type=continuous
sklearn.preprocessing.OrdinalEncoder,,"handle_unknown=use_encoded_value, unknown_value=**"
sklearn.datasets.load_wine,,"as_frame=True, return_X_y=True"
sklearn.utils._set_output._SetOutputMixin.set_output,,transform=pandas
sklearn.neighbors.KNeighborsClassifier,,n_neighbors=20
sklearn.decomposition._pca.PCA.fit,X_train,
sklearn.decomposition._pca.PCA.fit,scaled_X_train,
sklearn.decomposition._pca.PCA,scaled_X_train,
sklearn.pipeline.make_pipeline,"pca, **",
sklearn.pipeline.make_pipeline,"scaler, pca, **",
sklearn.neighbors._classification.KNeighborsClassifier.fit,"X_plot, y",
sklearn.inspection._plot.decision_boundary.DecisionBoundaryDisplay.from_estimator,"clf, X_plot","alpha=0.5, ax=ax, response_method=predict"
sklearn.pipeline.make_pipeline,,Cs=Cs
sklearn.pipeline.make_pipeline,,Cs=Cs
sklearn.preprocessing.StandardScaler,,
sklearn.decomposition.PCA,,n_components=2
sklearn.decomposition.PCA,,n_components=2
sklearn.metrics.accuracy_score,"y_test, y_pred",
sklearn.metrics.accuracy_score,"y_test, y_pred_scaled",
sklearn.metrics.log_loss,"y_test, y_proba",
sklearn.metrics.log_loss,"y_test, y_proba_scaled",
sklearn.preprocessing.KBinsDiscretizer,,"encode=onehot, n_bins=10"
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.linear_model._base.LinearRegression.fit,"X, y",
sklearn.tree._classes.DecisionTreeRegressor.fit,"X, y",
sklearn.preprocessing._discretization.KBinsDiscretizer.transform,line,
sklearn.linear_model._base.LinearRegression.fit,"X_binned, y",
sklearn.tree._classes.DecisionTreeRegressor.fit,"X_binned, y",
sklearn.linear_model._base.LinearRegression,line,
sklearn.tree._classes.DecisionTreeRegressor,line,
sklearn.linear_model._base.LinearModel.predict,line_binned,
sklearn.tree._classes.BaseDecisionTree.predict,line_binned,
sklearn.linear_model.LinearRegression,,
sklearn.tree.DecisionTreeRegressor,,"min_samples_split=3, random_state=0"
sklearn.linear_model.LinearRegression,,
sklearn.tree.DecisionTreeRegressor,,"min_samples_split=3, random_state=0"
sklearn.preprocessing._discretization.KBinsDiscretizer.fit.bin_edges_,,
sklearn.datasets.fetch_california_housing,,
sklearn.preprocessing.minmax_scale,y_full,
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.preprocessing._data.PowerTransformer.fit_transform,X,
sklearn.preprocessing._data.PowerTransformer.fit_transform,X,
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.preprocessing.RobustScaler,,quantile_range=**
sklearn.preprocessing.PowerTransformer,,method=yeo-johnson
sklearn.preprocessing.PowerTransformer,,method=box-cox
sklearn.preprocessing.QuantileTransformer,,output_distribution=uniform
sklearn.preprocessing.QuantileTransformer,,output_distribution=normal
sklearn.datasets.fetch_20newsgroups,,"categories=categories, return_X_y=True, subset=train"
sklearn.feature_extraction.DictVectorizer,,
sklearn.feature_extraction._dict_vectorizer.DictVectorizer.fit_transform,**,
sklearn.feature_extraction.FeatureHasher,,n_features=**
sklearn.feature_extraction._hash.FeatureHasher.transform,**,
sklearn.feature_extraction.FeatureHasher,,n_features=**
sklearn.feature_extraction._hash.FeatureHasher.transform,**,
sklearn.feature_extraction.FeatureHasher,,"input_type=string, n_features=**"
sklearn.feature_extraction._hash.FeatureHasher.transform,**,
sklearn.feature_extraction.text.CountVectorizer,,
sklearn.feature_extraction.text.CountVectorizer.fit_transform,raw_data,
sklearn.feature_extraction.text.HashingVectorizer,,n_features=**
sklearn.feature_extraction.text.HashingVectorizer.fit_transform,raw_data,
sklearn.feature_extraction.text.TfidfVectorizer,,
sklearn.feature_extraction.text.TfidfVectorizer.fit_transform,raw_data,
sklearn.feature_extraction._dict_vectorizer.DictVectorizer.fit_transform,d,
sklearn.feature_extraction._hash.FeatureHasher.transform,d,
sklearn.feature_extraction._hash.FeatureHasher.transform,d,
sklearn.feature_extraction._hash.FeatureHasher,d,
sklearn.feature_extraction._dict_vectorizer.DictVectorizer.get_feature_names_out,,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.datasets.fetch_20newsgroups,,"categories=categories, random_state=42, remove=**, shuffle=True, subset=all"
sklearn.feature_extraction.text.TfidfVectorizer,,"max_df=0.5, min_df=5, stop_words=english"
sklearn.feature_extraction.text.TfidfVectorizer.fit_transform,**,
sklearn.cluster._kmeans.KMeans,,"max_iter=100, n_clusters=true_k, n_init=5"
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.Pipeline.fit_transform,X_tfidf,
sklearn.decomposition._truncated_svd.TruncatedSVD.fit_transform.explained_variance_ratio_,,
sklearn.cluster._kmeans.KMeans,,"max_iter=100, n_clusters=true_k, n_init=1"
sklearn.cluster._kmeans.MiniBatchKMeans,,"batch_size=1000, init_size=1000, n_clusters=true_k, n_init=1"
sklearn.decomposition._truncated_svd.TruncatedSVD.inverse_transform,**,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.pipeline.Pipeline,"**, **, **, **",
sklearn.pipeline.Pipeline.fit_transform,**,
sklearn.decomposition.TruncatedSVD,,n_components=100
sklearn.decomposition.TruncatedSVD,,copy=False
sklearn.feature_extraction.text.HashingVectorizer,,"n_features=50000, stop_words=english"
sklearn.feature_extraction.text.TfidfTransformer,,
sklearn.decomposition.TruncatedSVD,,"n_components=100, random_state=0"
sklearn.preprocessing.Normalizer,,copy=False
sklearn.base.BaseEstimator.set_params,,random_state=seed
sklearn.cluster._kmeans.KMeans,X,
sklearn.metrics,"labels, **",
sklearn.metrics,"labels, **",
sklearn.metrics,"labels, **",
sklearn.metrics.adjusted_rand_score,"labels, **",
sklearn.metrics.silhouette_score,"X, **",sample_size=2000
sklearn.linear_model.RidgeClassifier,,"solver=sparse_cg, tol=0.01"
sklearn.linear_model._ridge.RidgeClassifier.fit,"X_train, y_train",
sklearn.linear_model._ridge._RidgeClassifierMixin.predict,X_test,
sklearn.metrics._plot.confusion_matrix.ConfusionMatrixDisplay.from_predictions,"y_test, pred",ax=ax
sklearn.datasets.fetch_20newsgroups,,"categories=categories, random_state=42, shuffle=True, subset=train"
sklearn.linear_model.RidgeClassifier,,"solver=sparse_cg, tol=0.01"
sklearn.linear_model._ridge.RidgeClassifier.fit,"X_train, y_train",
sklearn.linear_model._ridge._RidgeClassifierMixin.predict,X_test,
sklearn.metrics._plot.confusion_matrix.ConfusionMatrixDisplay.from_predictions,"y_test, pred",ax=ax
sklearn.datasets.fetch_20newsgroups,,"categories=categories, random_state=42, remove=remove, shuffle=True, subset=train"
sklearn.datasets.fetch_20newsgroups,,"categories=categories, random_state=42, remove=remove, shuffle=True, subset=test"
sklearn.feature_extraction.text.TfidfVectorizer.fit_transform,**,
sklearn.feature_extraction.text.TfidfVectorizer.transform,**,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.neighbors._nearest_centroid.NearestCentroid.fit,"X_train, y_train",
sklearn.linear_model._base.LinearClassifierMixin.predict,X_test,
sklearn.metrics.accuracy_score,"y_test, pred",
sklearn.linear_model._stochastic_gradient.BaseSGDClassifier._fit_binary.coef_,,
sklearn.linear_model.LogisticRegression,,"C=5, max_iter=1000"
sklearn.linear_model.RidgeClassifier,,"alpha=1.0, solver=sparse_cg"
sklearn.neighbors.KNeighborsClassifier,,n_neighbors=100
sklearn.ensemble.RandomForestClassifier,,
sklearn.svm.LinearSVC,,"C=0.1, dual=False, max_iter=1000"
sklearn.linear_model.SGDClassifier,,"alpha=0.0001, early_stopping=True, loss=log_loss, n_iter_no_change=3"
sklearn.neighbors.NearestCentroid,,
sklearn.naive_bayes.ComplementNB,,alpha=0.1
sklearn.naive_bayes.ComplementNB,**,
sklearn.datasets.load_iris,,
sklearn.model_selection.train_test_split,"X, y","random_state=0, stratify=y, test_size=0.5"
sklearn.linear_model.LogisticRegression,,
sklearn.linear_model._logistic.LogisticRegression.predict_proba,X_test,
sklearn.preprocessing.LabelBinarizer,y_train,
sklearn.preprocessing._label.LabelBinarizer.transform,y_test,
sklearn.preprocessing._label.LabelBinarizer.transform,**,
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_predictions,"**, **","color=darkorange, name=**, plot_chance_level=True"
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_predictions,"**, **","color=darkorange, name=micro-average OvR, plot_chance_level=True"
sklearn.metrics.roc_curve,"**, **",
sklearn.metrics.auc,"**, **",
sklearn.metrics.auc,"**, **",
sklearn.metrics.roc_curve,"**, **",
sklearn.metrics.auc,"**, **",
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_predictions,"**, **","ax=ax, color=color, name=**, plot_chance_level=**"
sklearn.metrics.roc_curve,"a_true, **",
sklearn.metrics.roc_curve,"b_true, **",
sklearn.metrics.auc,"fpr_grid, **",
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_predictions,"a_true, **","ax=ax, name=**"
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_predictions,"b_true, **","ax=ax, name=**, plot_chance_level=True"
sklearn.linear_model._logistic.LogisticRegression.fit,"X_train, y_train",
sklearn.preprocessing._label.LabelBinarizer,,
sklearn.datasets.load_iris,,
sklearn.model_selection.train_test_split,"X, y",random_state=0
sklearn.svm._base.BaseLibSVM.fit,"X_train, y_train",
sklearn.metrics._plot.confusion_matrix.ConfusionMatrixDisplay.from_estimator,"classifier, X_test, y_test","cmap=**, display_labels=class_names, normalize=normalize"
sklearn.svm.SVC,,"C=0.01, kernel=linear"
sklearn.datasets.load_iris,,
sklearn.svm.SVC,,"kernel=linear, random_state=7"
sklearn.model_selection.StratifiedKFold,2,"random_state=0, shuffle=True"
sklearn.datasets.make_regression,,"coef=True, n_features=n_features, n_informative=50, n_samples=**, noise=1.0, shuffle=False"
sklearn.linear_model.ElasticNet,,"l1_ratio=0.7, max_iter=10000"
sklearn.base.BaseEstimator.set_params,,alpha=alpha_optim
sklearn.base.BaseEstimator.set_params,,alpha=alpha
sklearn.linear_model._coordinate_descent.ElasticNet.fit,"X_train, y_train",
sklearn.linear_model._coordinate_descent.ElasticNet.fit,"X, y",
sklearn.linear_model._coordinate_descent.ElasticNet,"X_train, y_train",
sklearn.linear_model._coordinate_descent.ElasticNet,"X_test, y_test",
sklearn.datasets.make_classification,,"n_samples=1000, random_state=rng"
sklearn.svm.SVC,,random_state=rng
sklearn.model_selection.HalvingGridSearchCV,,"estimator=clf, factor=2, param_grid=param_grid, random_state=rng"
sklearn.model_selection._search_successive_halving.BaseSuccessiveHalving.fit,"X, y",
sklearn.model_selection.GridSearchCV,,"estimator=clf, param_grid=param_grid"
sklearn.model_selection._search.BaseSearchCV.fit,"X, y",
sklearn.datasets.load_iris,,
sklearn.model_selection.StratifiedKFold,,n_splits=n_splits
sklearn.svm.SVC,,"kernel=linear, probability=True, random_state=random_state"
sklearn.metrics.auc,"mean_fpr, mean_tpr",
sklearn.svm._base.BaseLibSVM.fit,"**, **",
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_estimator,"classifier, **, **","alpha=0.3, ax=ax, lw=1, name=**, plot_chance_level=**"
sklearn.preprocessing.PolynomialFeatures,,"degree=**, include_bias=False"
sklearn.linear_model._base.LinearRegression,,
sklearn.pipeline.Pipeline,**,
sklearn.pipeline.Pipeline.fit,"**, y",
sklearn.model_selection.cross_val_score,"pipeline, **, y","cv=10, scoring=neg_mean_squared_error"
sklearn.pipeline.Pipeline.predict,**,
sklearn.datasets.make_classification,,"n_clusters_per_class=1, n_features=2, n_informative=2, n_redundant=0, n_samples=1000, random_state=1"
sklearn.model_selection.train_test_split,"X, y","random_state=0, test_size=0.4"
sklearn.pipeline.make_pipeline,"**, **",
sklearn.ensemble.RandomForestClassifier,,"max_depth=5, max_features=1, n_estimators=10"
sklearn.ensemble._forest.BaseForest.fit,"X_train, y_train",
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_estimator,"clf, X_test, y_test","ax=ax_roc, name=name"
sklearn.metrics._plot.det_curve.DetCurveDisplay.from_estimator,"clf, X_test, y_test","ax=ax_det, name=name"
sklearn.pipeline.make_pipeline,,"C=0.025, dual=auto"
sklearn.datasets.make_classification,,"n_features=12, n_samples=400, random_state=rng"
sklearn.ensemble.RandomForestClassifier,,"n_estimators=20, random_state=rng"
sklearn.model_selection.HalvingRandomSearchCV,,"estimator=clf, factor=2, param_distributions=param_dist, random_state=rng"
sklearn.model_selection._search_successive_halving.BaseSuccessiveHalving.fit,"X, y",
sklearn.datasets.load_digits,,return_X_y=True
sklearn.svm.SVC,,
sklearn.datasets.load_diabetes,,return_X_y=True
sklearn.linear_model.LinearRegression,,
sklearn.model_selection.cross_val_predict,"lr, X, y",cv=10
sklearn.metrics._plot.regression.PredictionErrorDisplay.from_predictions,y,"ax=**, kind=actual_vs_predicted, random_state=0, subsample=100, y_pred=y_pred"
sklearn.metrics._plot.regression.PredictionErrorDisplay.from_predictions,y,"ax=**, kind=residual_vs_predicted, random_state=0, subsample=100, y_pred=y_pred"
sklearn.datasets.make_moons,,"n_samples=100, noise=0.352, random_state=1"
sklearn.svm.SVC,,random_state=0
sklearn.model_selection.RepeatedStratifiedKFold,,"n_repeats=10, n_splits=10, random_state=0"
sklearn.model_selection.GridSearchCV,,"cv=cv, estimator=svc, param_grid=param_grid, scoring=roc_auc"
sklearn.model_selection._search.BaseSearchCV.fit,"X, y",
sklearn.model_selection.KFold,n_splits,
sklearn.model_selection._split.KFold,,n_splits=n_splits
sklearn.datasets.fetch_20newsgroups,,"categories=categories, random_state=42, remove=**, shuffle=True, subset=train"
sklearn.datasets.fetch_20newsgroups,,"categories=categories, random_state=42, remove=**, shuffle=True, subset=test"
sklearn.pipeline.Pipeline,**,
sklearn.model_selection.RandomizedSearchCV,,"estimator=pipeline, n_iter=40, n_jobs=2, param_distributions=parameter_grid, random_state=0, verbose=1"
sklearn.model_selection._search.BaseSearchCV.fit,"**, **",
sklearn.model_selection._search.BaseSearchCV.fit.best_estimator_,,
sklearn.model_selection._search.BaseSearchCV.score,"**, **",
sklearn.datasets.load_digits,,"n_class=3, return_X_y=True"
sklearn.linear_model.SGDClassifier,,"fit_intercept=True, loss=hinge, penalty=elasticnet"
sklearn.model_selection.RandomizedSearchCV,clf,"n_iter=n_iter_search, param_distributions=param_dist"
sklearn.model_selection._search.BaseSearchCV.fit,"X, y",
sklearn.model_selection.GridSearchCV,clf,param_grid=param_grid
sklearn.model_selection._search.BaseSearchCV.fit,"X, y",
sklearn.datasets.load_digits,,return_X_y=True
sklearn.naive_bayes.GaussianNB,,
sklearn.svm.SVC,,"gamma=0.001, kernel=rbf"
sklearn.model_selection.ShuffleSplit,,"n_splits=50, random_state=0, test_size=0.2"
sklearn.model_selection._plot.LearningCurveDisplay.from_estimator,estimator,"ax=**, **common_params"
sklearn.model_selection.ShuffleSplit,,"n_splits=50, random_state=0, test_size=0.2"
sklearn.datasets.load_iris,,
sklearn.svm.SVC,,kernel=rbf
sklearn.model_selection.KFold,,"n_splits=4, random_state=i, shuffle=True"
sklearn.model_selection.KFold,,"n_splits=4, random_state=i, shuffle=True"
sklearn.model_selection.GridSearchCV,,"cv=outer_cv, estimator=svm, param_grid=p_grid"
sklearn.model_selection._search.BaseSearchCV.fit,"X_iris, y_iris",
sklearn.model_selection.GridSearchCV,,"cv=inner_cv, estimator=svm, param_grid=p_grid"
sklearn.model_selection.cross_val_score,clf,"X=X_iris, cv=outer_cv, y=y_iris"
sklearn.datasets.load_iris,,return_X_y=True
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.Pipeline.fit,"X_train, y_train",
sklearn.metrics._plot.precision_recall_curve.PrecisionRecallDisplay.from_estimator,"classifier, X_test, y_test","name=LinearSVC, plot_chance_level=True"
sklearn.pipeline.Pipeline.decision_function,X_test,
sklearn.metrics._plot.precision_recall_curve.PrecisionRecallDisplay.from_predictions,"y_test, y_score","name=LinearSVC, plot_chance_level=True"
sklearn.preprocessing.label_binarize,y,classes=**
sklearn.multiclass.OneVsRestClassifier,**,
sklearn.multiclass.OneVsRestClassifier.fit,"X_train, Y_train",
sklearn.multiclass.OneVsRestClassifier.decision_function,X_test,
sklearn.metrics.average_precision_score,"Y_test, y_score",average=micro
sklearn.metrics.PrecisionRecallDisplay,,"average_precision=**, precision=**, prevalence_pos_label=**, recall=**"
sklearn.metrics._plot.precision_recall_curve.PrecisionRecallDisplay.plot,,plot_chance_level=True
sklearn.metrics.PrecisionRecallDisplay,,"average_precision=**, precision=**, recall=**"
sklearn.metrics._plot.precision_recall_curve.PrecisionRecallDisplay.plot,,"ax=ax, color=gold, name=Micro-average precision-recall"
sklearn.preprocessing.StandardScaler,,
sklearn.svm.LinearSVC,,"dual=auto, random_state=random_state"
sklearn.pipeline.make_pipeline,"**, **",
sklearn.metrics.precision_recall_curve,"**, **",
sklearn.metrics.average_precision_score,"**, **",
sklearn.metrics.PrecisionRecallDisplay,,"average_precision=**, precision=**, recall=**"
sklearn.metrics._plot.precision_recall_curve.PrecisionRecallDisplay.plot,,"ax=ax, color=color, name=**"
sklearn.pipeline.make_pipeline,,
sklearn.svm.LinearSVC,,"dual=auto, random_state=random_state"
sklearn.pipeline.Pipeline,**,
sklearn.model_selection.GridSearchCV,pipe,"cv=10, n_jobs=1, param_grid=param_grid, refit=best_low_complexity, scoring=accuracy"
sklearn.datasets.load_digits,,return_X_y=True
sklearn.model_selection._search.BaseSearchCV.fit,"X, y",
sklearn.svm.LinearSVC,,"C=0.01, dual=auto, random_state=42"
sklearn.datasets.make_classification,,"n_samples=10000, random_state=0, weights=**"
sklearn.model_selection.train_test_split,"X, y",random_state=0
sklearn.linear_model._logistic.LogisticRegression.fit,"X_train, y_train",
sklearn.linear_model._base.LinearClassifierMixin.predict,X_test,
sklearn.metrics.class_likelihood_ratios,"y_test, y_pred",
sklearn.linear_model.LogisticRegression,,
sklearn.dummy.DummyClassifier,,"random_state=1234, strategy=stratified"
sklearn.dummy.DummyClassifier,,strategy=most_frequent
sklearn.linear_model.LogisticRegression,,
sklearn.datasets.make_classification,,"n_samples=300, random_state=0, weights=**"
sklearn.datasets.make_classification,,"weights=**, **common_params"
sklearn.linear_model.LogisticRegression,"X, y",
sklearn.metrics.class_likelihood_ratios,"y, y_pred",raise_warning=False
sklearn.model_selection.cross_validate,"estimator, X, y","cv=10, scoring=scoring"
sklearn.model_selection.cross_validate,"estimator, X, y","cv=10, scoring=scoring"
sklearn.model_selection.cross_validate,"estimator, X, y","cv=10, scoring=scoring"
sklearn.model_selection.cross_validate,"estimator, X, y","cv=10, scoring=scoring"
sklearn.model_selection.cross_validate,"estimator, X, y","cv=10, scoring=scoring"
sklearn.datasets.make_classification,,"weights=**, **common_params"
sklearn.inspection._plot.decision_boundary.DecisionBoundaryDisplay.from_estimator,"estimator, X_plot","alpha=0.5, ax=ax, response_method=predict"
sklearn.linear_model.LogisticRegression,,
sklearn.linear_model.LogisticRegression,,
sklearn.datasets.make_hastie_10_2,,"n_samples=8000, random_state=42"
sklearn.model_selection.GridSearchCV,**,"n_jobs=2, param_grid=**, refit=AUC, return_train_score=True, scoring=scoring"
sklearn.model_selection._search.BaseSearchCV.fit,"X, y",
sklearn.tree.DecisionTreeClassifier,,random_state=42
sklearn.datasets.load_digits,,
sklearn.model_selection.train_test_split,"X, y","random_state=0, test_size=0.5"
sklearn.model_selection._search.BaseSearchCV.fit,"X_train, y_train",
sklearn.model_selection._search.BaseSearchCV.predict,X_test,
sklearn.svm.SVC,,
sklearn.metrics.classification_report,"y_test, y_pred",
sklearn.datasets.load_iris,,
sklearn.decomposition.IncrementalPCA,,"batch_size=10, n_components=n_components"
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.decomposition.PCA,,n_components=n_components
sklearn.decomposition._pca.PCA.fit_transform,X,
sklearn.datasets.make_circles,,"factor=0.3, n_samples=1000, noise=0.05, random_state=0"
sklearn.model_selection.train_test_split,"X, y","random_state=0, stratify=y"
sklearn.decomposition.PCA,,n_components=2
sklearn.decomposition._kernel_pca.KernelPCA,,"alpha=0.1, fit_inverse_transform=True, gamma=10, kernel=rbf, n_components=None"
sklearn.decomposition._base._BasePCA.transform,X_test,
sklearn.decomposition._base._BasePCA.inverse_transform,**,
sklearn.decomposition._kernel_pca.KernelPCA.inverse_transform,**,
sklearn.decomposition._pca.PCA,X_train,
sklearn.decomposition._kernel_pca.KernelPCA,X_train,
sklearn.datasets.fetch_olivetti_faces,,"random_state=rng, return_X_y=True, shuffle=True"
sklearn.decomposition,,"n_components=n_components, svd_solver=randomized, whiten=True"
sklearn.decomposition._pca.PCA.fit,faces_centered,
sklearn.decomposition.NMF,,"n_components=n_components, tol=0.005"
sklearn.decomposition._nmf._BaseNMF.fit,faces,
sklearn.decomposition,,"max_iter=400, n_components=n_components, tol=0.00015, whiten=arbitrary-variance"
sklearn.decomposition._fastica.FastICA.fit,faces_centered,
sklearn.decomposition,,"alpha=0.1, batch_size=3, max_iter=100, n_components=n_components, random_state=rng"
sklearn.decomposition._sparse_pca._BaseSparsePCA.fit,faces_centered,
sklearn.decomposition.MiniBatchDictionaryLearning,,"alpha=0.1, batch_size=3, max_iter=50, n_components=n_components, random_state=rng"
sklearn.decomposition._dict_learning.MiniBatchDictionaryLearning.fit,faces_centered,
sklearn.cluster,,"batch_size=20, max_iter=50, n_clusters=n_components, n_init=auto, random_state=rng, tol=0.001"
sklearn.cluster._kmeans.MiniBatchKMeans.fit,faces_centered,
sklearn.decomposition.FactorAnalysis,,"max_iter=20, n_components=n_components"
sklearn.decomposition._factor_analysis.FactorAnalysis.fit,faces_centered,
sklearn.decomposition.MiniBatchDictionaryLearning,,"alpha=0.1, batch_size=3, max_iter=50, n_components=n_components, positive_dict=True, random_state=rng"
sklearn.decomposition._dict_learning.MiniBatchDictionaryLearning.fit,faces_centered,
sklearn.decomposition.MiniBatchDictionaryLearning,,"alpha=0.1, batch_size=3, fit_algorithm=cd, max_iter=50, n_components=n_components, positive_code=True, random_state=rng"
sklearn.decomposition._dict_learning.MiniBatchDictionaryLearning.fit,faces_centered,
sklearn.decomposition.MiniBatchDictionaryLearning,,"alpha=0.1, batch_size=3, fit_algorithm=cd, max_iter=50, n_components=n_components, positive_code=True, positive_dict=True, random_state=rng"
sklearn.decomposition._dict_learning.MiniBatchDictionaryLearning.fit,faces_centered,
sklearn.datasets.load_iris,,
sklearn.decomposition.PCA,,n_components=2
sklearn.decomposition._base._BasePCA.transform,X,
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,,n_components=2
sklearn.discriminant_analysis.LinearDiscriminantAnalysis.transform,X,
sklearn.decomposition._pca.PCA,X,
